_id;Caráter PBOM;Serviço PBOM;UF PBOM;Município PBOM;Município-UF;Frequência PBOM;Medida da Freq. PBOM;Classe PBOM;Latitude Decimal PBOM;Longitude Decimal PBOM;Latitude GMS PBOM;Longitude GMS PBOM;Latitude Decimal;Longitude Decimal;ERP PBOM;Altura da Torre PBOM;Categoria da Estação PBOM
57dbac5959d05;Primário;OM;AC;Brasiléia;Brasiléia - AC;1170;KHz;C;-11.016666666667;-68.733333333333;11S01 00;68W43 60;-11.016666666667;-68.733333333333;;58;
57dbac595d366;Primário;OM;AC;Cruzeiro do Sul;Cruzeiro do Sul - AC;720;KHz;B;-7.6333333333333;-72.666666666667;7S37 60;72W40 00;-7.6333333333333;-72.666666666667;;99;
57dbac59611fd;Primário;OM;AC;Cruzeiro do Sul;Cruzeiro do Sul - AC;940;KHz;C;-7.646111111111;-72.693055555556;7S38 46;72W41 35;-7.646111111111;-72.693055555556;;73;
57dbac5965321;Primário;OM;AC;Feijó;Feijó - AC;630;KHz;B;-8.1666666666667;-70.35;8S10 00;70W20 60;-8.1666666666667;-70.35;;116;
57dbac59680ac;Primário;OM;AC;Feijó;Feijó - AC;1170;KHz;C;-8.1666666666667;-70.35;8S10 00;70W20 60;-8.1666666666667;-70.35;;58;
57dbac596bad4;Primário;OM;AC;Plácido de Castro;Plácido de Castro - AC;700;KHz;C;-10.3325;-67.185277777778;10S19 57;67W11 07;-10.3325;-67.185277777778;;55;
57dbac596e31c;Primário;OM;AC;Rio Branco;Rio Branco - AC;740;KHz;B;-9.9;-67.766666666667;9S54 00;67W46 00;-9.9;-67.766666666667;;108;
57dbac59723f0;Primário;OM;AC;Rio Branco;Rio Branco - AC;800;KHz;B;-9.9666666666667;-67.816666666667;9S58 00;67W49 00;-9.9666666666667;-67.816666666667;;105;
57dbac597520b;Primário;OM;AC;Rio Branco;Rio Branco - AC;1350;KHz;B;-9.94681;-67.89047;9S56 49;67W53 26;-9.94681;-67.89047;;67;Principal
57dbac597961a;Primário;OM;AC;Rio Branco;Rio Branco - AC;1400;KHz;B;-10.013888888889;-67.833333333333;10S00 50;67W49 60;-10.013888888889;-67.833333333333;;60;
57dbac597d73c;Primário;OM;AC;Sena Madureira;Sena Madureira - AC;670;KHz;C;-9.0580555555555;-68.664444444444;9S03 29;68W39 52;-9.0580555555555;-68.664444444444;;80;Principal
57dbac5981635;Primário;OM;AC;Tarauacá;Tarauacá - AC;820;KHz;C;-8.1533333333333;-70.776111111111;8S09 12;70W46 34;-8.1533333333333;-70.776111111111;;73;Principal
57dbac5985066;Primário;OM;AC;Xapuri;Xapuri - AC;820;KHz;C;-10.65;-68.5;10S39 00;68W30 00;-10.65;-68.5;;73;
57dbac59879a4;Primário;OM;AL;Arapiraca;Arapiraca - AL;570;KHz;B;-9.7627777777777;-36.644444444444;9S45 46;36W38 40;-9.7627777777777;-36.644444444444;;105;
57dbac598b87e;Primário;OM;AL;Arapiraca;Arapiraca - AL;1150;KHz;B;-9.7558333333333;-36.6725;9S45 21;36W40 21;-9.7558333333333;-36.6725;;91;
57dbac598f79d;Primário;OM;AL;Delmiro Gouveia;Delmiro Gouveia - AL;760;KHz;C;-9.3752777777777;-38.028055555555;9S22 31;38W01 41;-9.3752777777777;-38.028055555555;;76;
57dbac5993526;Primário;OM;AL;Maceió;Maceió - AL;710;KHz;C;-9.5166666666667;-35.733333333333;9S31 00;35W43 60;-9.5166666666667;-35.733333333333;;30;
57dbac59972d7;Primário;OM;AL;Maceió;Maceió - AL;800;KHz;B;-9.4908333333333;-35.606388888889;9S29 27;35W36 23;-9.4908333333333;-35.606388888889;;105;
57dbac599b2f5;Primário;OM;AL;Maceió;Maceió - AL;960;KHz;B;-9.6833333333333;-35.733333333333;9S40 60;35W43 60;-9.6833333333333;-35.733333333333;;73;
57dbac599f2a3;Primário;OM;AL;Maceió;Maceió - AL;1260;KHz;B;-9.6175;-35.760833333333;9S37 03;35W45 39;-9.6175;-35.760833333333;;63;
57dbac59a31cc;Primário;OM;AL;Maceió;Maceió - AL;1320;KHz;B;-9.6602527777777;-35.757444444444;9S39 37;35W45 27;-9.6602527777777;-35.757444444444;;54;
57dbac59a80c1;Primário;OM;AL;Marechal Deodoro;Marechal Deodoro - AL;610;KHz;B;-9.736111111111;-35.904166666667;9S44 10;35W54 15;-9.736111111111;-35.904166666667;;113;
57dbac59ac49d;Primário;OM;AL;Palmeira dos Índios;Palmeira dos Índios - AL;870;KHz;B;-9.4072222222222;-36.626388888889;9S24 26;36W37 35;-9.4072222222222;-36.626388888889;;75;
57dbac59b0dc1;Primário;OM;AL;Palmeira dos Índios;Palmeira dos Índios - AL;1420;KHz;C;-9.4;-36,63333;9S24 00;36W37 60;-9.4;-36,63333;;79;Principal
57dbac59b3982;Primário;OM;AL;Pão de Açúcar;Pão de Açúcar - AL;1090;KHz;B;-9.7516666666667;-37.438333333333;9S45 06;37W26 18;-9.7516666666667;-37.438333333333;;95;
57dbac59b7697;Primário;OM;AL;Penedo;Penedo - AL;1490;KHz;B;-10.283333333333;-36.583333333333;10S16 60;36W34 60;-10.283333333333;-36.583333333333;;48;
57dbac59bba76;Primário;OM;AL;Pilar;Pilar - AL;1200;KHz;B;-9.7591666666667;-35.85;9S45 33;35W51 00;-9.7591666666667;-35.85;;63;
57dbac59bf98f;Primário;OM;AL;Rio Largo;Rio Largo - AL;1020;KHz;B;-9.4833333333333;-35.85;9S28 60;35W51 00;-9.4833333333333;-35.85;;91;
57dbac59c414d;Primário;OM;AL;Santana do Ipanema;Santana do Ipanema - AL;1180;KHz;C;-9.3666666666667;-37.25;9S22 00;37W15 00;-9.3666666666667;-37.25;;57;
57dbac59c7d73;Primário;OM;AL;União dos Palmares;União dos Palmares - AL;840;KHz;B;-9.1616666666667;-36.042777777778;9S09 42;36W02 34;-9.1616666666667;-36.042777777778;;71;
57dbac59cb94e;Primário;OM;AL;Viçosa;Viçosa - AL;1560;KHz;C;-9.373611111111;-36.230277777778;9S22 25;36W13 49;-9.373611111111;-36.230277777778;;55;
57dbac59cf6d5;Primário;OM;AM;Anori;Anori - AM;1170;KHz;C;-3.7833333333333;-61.65;3S46 60;61W38 60;-3.7833333333333;-61.65;;58;
57dbac59d2c40;Primário;OM;AM;Atalaia do Norte;Atalaia do Norte - AM;1030;KHz;C;-4.3333333333333;-70.15;4S19 60;70W09 00;-4.3333333333333;-70.15;;63;
57dbac59d4ddd;Primário;OM;AM;Autazes;Autazes - AM;840;KHz;C;-3.5833333333333;-59.133333333333;3S34 60;59W07 60;-3.5833333333333;-59.133333333333;;73;
57dbac59d6f72;Primário;OM;AM;Barcelos;Barcelos - AM;620;KHz;B;-0.98333333333333;-62.95;0S58 60;62W57 00;-0.98333333333333;-62.95;;119;
57dbac59d913e;Primário;OM;AM;Barcelos;Barcelos - AM;1220;KHz;C;-0.98333333333333;-62.95;0S58 60;62W57 00;-0.98333333333333;-62.95;;57;
57dbac59db309;Primário;OM;AM;Benjamin Constant;Benjamin Constant - AM;1430;KHz;C;-4.3666666666667;-70.033333333333;4S22 00;70W01 60;-4.3666666666667;-70.033333333333;;76;
57dbac59dd4a2;Primário;OM;AM;Benjamin Constant;Benjamin Constant - AM;1490;KHz;C;-4.3666666666667;-70.033333333333;4S22 00;70W01 60;-4.3666666666667;-70.033333333333;;55;
57dbac59dfbc0;Primário;OM;AM;Boca do Acre;Boca do Acre - AM;1160;KHz;C;-8.77744;-67.3355;8S46 39;67W20 08;-8.77744;-67.3355;;58;Principal
57dbac59e37bc;Primário;OM;AM;Borba;Borba - AM;1160;KHz;C;-4.4;-59.6;4S24 00;59W36 00;-4.4;-59.6;;58;
57dbac59e6f5c;Primário;OM;AM;Carauari;Carauari - AM;690;KHz;B;-4.8833333333333;-66.9;4S52 60;66W54 00;-4.8833333333333;-66.9;;111;
57dbac59e9640;Primário;OM;AM;Carauari;Carauari - AM;1170;KHz;C;-4.8833333333333;-66.9;4S52 60;66W54 00;-4.8833333333333;-66.9;;58;
57dbac59eccca;Primário;OM;AM;Careiro;Careiro - AM;750;KHz;C;-3.7680555555555;-60.369166666667;3S46 05;60W22 09;-3.7680555555555;-60.369166666667;;76;
57dbac59eee1e;Primário;OM;AM;Coari;Coari - AM;560;KHz;B;-4.0833333333333;-63.133333333333;4S04 60;63W07 60;-4.0833333333333;-63.133333333333;;125;
57dbac59f0fb7;Primário;OM;AM;Coari;Coari - AM;1250;KHz;C;-4.0833333333333;-63.133333333333;4S04 60;63W07 60;-4.0833333333333;-63.133333333333;;57;
57dbac59f317a;Primário;OM;AM;Codajás;Codajás - AM;670;KHz;C;-3.85;-62.066666666667;3S51 00;62W04 00;-3.85;-62.066666666667;;80;
57dbac5a01104;Primário;OM;AM;Eirunepé;Eirunepé - AM;780;KHz;B;-6.6666666666667;-69.866666666667;6S40 00;69W52 00;-6.6666666666667;-69.866666666667;;105;
57dbac5a0334f;Primário;OM;AM;Eirunepé;Eirunepé - AM;1000;KHz;C;-6.6666666666667;-69.866666666667;6S40 00;69W52 00;-6.6666666666667;-69.866666666667;;63;
57dbac5a05539;Primário;OM;AM;Envira;Envira - AM;550;KHz;C;-7.3166666666667;-70.233333333333;7S19 00;70W13 60;-7.3166666666667;-70.233333333333;;88;
57dbac5a07723;Primário;OM;AM;Fonte Boa;Fonte Boa - AM;840;KHz;C;-2.5333333333333;-66.033333333333;2S31 60;66W01 60;-2.5333333333333;-66.033333333333;;73;
57dbac5a09d95;Primário;OM;AM;Humaitá;Humaitá - AM;670;KHz;C;-7.51667;-63.03333;7S31 00;63W01 60;-7.51667;-63.03333;;80;Principal
57dbac5a0d433;Primário;OM;AM;Humaitá;Humaitá - AM;720;KHz;C;-7.5166666666667;-63.033333333333;7S31 00;63W01 60;-7.5166666666667;-63.033333333333;;76;
57dbac5a0f602;Primário;OM;AM;Ipixuna;Ipixuna - AM;1160;KHz;C;-7.05;-71.733333333333;7S02 60;71W43 60;-7.05;-71.733333333333;;58;
57dbac5a11d05;Primário;OM;AM;Iranduba;Iranduba - AM;610;KHz;B;-3.17;-60.0875;3S10 12;60W05 15;-3.17;-60.0875;;119;
57dbac5a15a81;Primário;OM;AM;Itacoatiara;Itacoatiara - AM;720;KHz;C;-3.15;-58.45;3S08 60;58W27 00;-3.15;-58.45;;90;
57dbac5a19244;Primário;OM;AM;Japurá;Japurá - AM;1470;KHz;C;-1.8166666666667;-66.566666666667;1S49 00;66W34 00;-1.8166666666667;-66.566666666667;;55;
57dbac5a1b3b4;Primário;OM;AM;Juruá;Juruá - AM;1460;KHz;C;-3.3833333333333;-66.016666666667;3S22 60;66W01 00;-3.3833333333333;-66.016666666667;;55;
57dbac5a1d5df;Primário;OM;AM;Lábrea;Lábrea - AM;620;KHz;C;-7.2666666666667;-64.8;7S16 00;64W47 60;-7.2666666666667;-64.8;;85;
57dbac5a1f7ab;Primário;OM;AM;Lábrea;Lábrea - AM;680;KHz;B;-7.2666666666667;-64.8;7S16 00;64W47 60;-7.2666666666667;-64.8;;115;
57dbac5a21efa;Primário;OM;AM;Manacapuru;Manacapuru - AM;820;KHz;C;-3.2;-60.4;3S12 00;60W23 60;-3.2;-60.4;;93;
57dbac5a25d07;Primário;OM;AM;Manacapuru;Manacapuru - AM;870;KHz;C;-3.2033333333333;-60.401388888889;3S12 12;60W24 05;-3.2033333333333;-60.401388888889;;72;
57dbac5a29cfb;Primário;OM;AM;Manaus;Manaus - AM;540;KHz;C;-3.1;-60.033333333333;3S06 00;60W01 60;-3.1;-60.033333333333;;125;
57dbac5a2d7cd;Primário;OM;AM;Manaus;Manaus - AM;800;KHz;B;-3.1;-60.033333333333;3S06 00;60W01 60;-3.1;-60.033333333333;;105;
57dbac5a301ef;Primário;OM;AM;Manaus;Manaus - AM;930;KHz;C;-3.1;-60.033333333333;3S06 00;60W01 60;-3.1;-60.033333333333;;90;
57dbac5a33b09;Primário;OM;AM;Manaus;Manaus - AM;980;KHz;B;-3.1;-60.033333333333;3S06 00;60W01 60;-3.1;-60.033333333333;;94;
57dbac5a35f7f;Primário;OM;AM;Manaus;Manaus - AM;1110;KHz;B;-3.1;-60.033333333333;3S06 00;60W01 60;-3.1;-60.033333333333;;86;
57dbac5a3deaf;Primário;OM;AM;Manaus;Manaus - AM;1290;KHz;B;-3.1;-60.033333333333;3S06 00;60W01 60;-3.1;-60.033333333333;;62;
57dbac5a46725;Primário;OM;AM;Manicoré;Manicoré - AM;730;KHz;B;-5.8333333333333;-61.283333333333;5S49 60;61W16 60;-5.8333333333333;-61.283333333333;;108;
57dbac5a48f61;Primário;OM;AM;Manicoré;Manicoré - AM;840;KHz;C;-5.8333333333333;-61.283333333333;5S49 60;61W16 60;-5.8333333333333;-61.283333333333;;73;
57dbac5a4c7d4;Primário;OM;AM;Maraã;Maraã - AM;1490;KHz;C;-1.8333333333333;-65.366666666667;1S49 60;65W22 00;-1.8333333333333;-65.366666666667;;55;
57dbac5a4f1e6;Primário;OM;AM;Maués;Maués - AM;990;KHz;C;-3.3875;-57.711944444444;3S23 15;57W42 43;-3.3875;-57.711944444444;;63;
57dbac5a53038;Primário;OM;AM;Maués;Maués - AM;1170;KHz;B;-3.383611111111;-57.718611111111;3S23 01;57W43 07;-3.383611111111;-57.718611111111;;86;
57dbac5a5696c;Primário;OM;AM;Nhamundá;Nhamundá - AM;840;KHz;C;-2.2333333333333;-56.733333333333;2S13 60;56W43 60;-2.2333333333333;-56.733333333333;;73;
57dbac5a58db8;Primário;OM;AM;Novo Airão;Novo Airão - AM;1470;KHz;C;-2.636389;-60.943333;2S38 11;60W56 36;-2.636389;-60.943333;;55;
57dbac5a5b1dd;Primário;OM;AM;Novo Aripuanã;Novo Aripuanã - AM;1280;KHz;C;-5.1;-60.383333333333;5S05 60;60W22 60;-5.1;-60.383333333333;;57;
57dbac5a5db3b;Primário;OM;AM;Parintins;Parintins - AM;570;KHz;C;-2.6333333333333;-56.733333333333;2S37 60;56W43 60;-2.6333333333333;-56.733333333333;;123;
57dbac5a613c9;Primário;OM;AM;Parintins;Parintins - AM;740;KHz;C;-2.6283333333333;-56.735833333333;2S37 42;56W44 09;-2.6283333333333;-56.735833333333;;99;
57dbac5a63cf1;Primário;OM;AM;Parintins;Parintins - AM;1380;KHz;C;-2.6166666666667;-56.75;2S37 00;56W45 00;-2.6166666666667;-56.75;;62;Principal
57dbac5a68506;Primário;OM;AM;Parintins;Parintins - AM;1460;KHz;B;-2.4527777777777;-56.730555555556;2S27 10;56W43 50;-2.4527777777777;-56.730555555556;;55;
57dbac5a6bf89;Primário;OM;AM;Pauini;Pauini - AM;820;KHz;C;-7.6666666666667;-66.966666666667;7S40 00;66W58 00;-7.6666666666667;-66.966666666667;;73;
57dbac5a6e297;Primário;OM;AM;Santa Isabel do Rio Negro;Santa Isabel do Rio Negro - AM;1450;KHz;C;-0.45;-65.033333333333;0S27 00;65W01 60;-0.45;-65.033333333333;;55;
57dbac5a70d1e;Primário;OM;AM;Santo Antônio do Içá;Santo Antônio do Içá - AM;640;KHz;B;-3,08889;-67,935;3S05 20;67W56 06;-3,08889;-67,935;;116;Principal
57dbac5a735c6;Primário;OM;AM;Santo Antônio do Içá;Santo Antônio do Içá - AM;860;KHz;C;-3.0833333333333;-67.95;3S04 60;67W57 00;-3.0833333333333;-67.95;;73;
57dbac5a75e00;Primário;OM;AM;São Gabriel da Cachoeira;São Gabriel da Cachoeira - AM;600;KHz;C;-0.13333333333333;-67.083333333333;0S07 60;67W04 60;-0.13333333333333;-67.083333333333;;119;
57dbac5a79e1a;Primário;OM;AM;São Gabriel da Cachoeira;São Gabriel da Cachoeira - AM;880;KHz;C;-0,11972;-67,08028;0S07 11;67W04 49;-0,11972;-67,08028;;72;Principal
57dbac5a7c6ca;Primário;OM;AM;São Paulo de Olivença;São Paulo de Olivença - AM;1160;KHz;C;-3.4666666666667;-68.8;3S28 00;68W47 60;-3.4666666666667;-68.8;;58;
57dbac5a7efd6;Primário;OM;AM;Tabatinga;Tabatinga - AM;670;KHz;C;-4.2525;-69.938055555555;4S15 09;69W56 17;-4.2525;-69.938055555555;;90;
57dbac5a82900;Primário;OM;AM;Tapauá;Tapauá - AM;1160;KHz;C;-5.7833333333333;-63.066666666667;5S46 60;63W04 00;-5.7833333333333;-63.066666666667;;58;
57dbac5a84d52;Primário;OM;AM;Tefé;Tefé - AM;580;KHz;B;-3.3666666666667;-64.7;3S22 00;64W42 00;-3.3666666666667;-64.7;;93;
57dbac5a875b0;Primário;OM;AM;Tefé;Tefé - AM;1270;KHz;B;-3.3666666666667;-64.7;3S22 00;64W42 00;-3.3666666666667;-64.7;;63;
57dbac5a8afec;Primário;OM;AM;Urucará;Urucará - AM;1450;KHz;C;-2.5333333333333;-57.75;2S31 60;57W45 00;-2.5333333333333;-57.75;;55;
57dbac5a8d3c8;Primário;OM;AM;Urucurituba;Urucurituba - AM;560;KHz;C;-2.6833333333333;-57.666666666667;2S40 60;57W40 00;-2.6833333333333;-57.666666666667;;88;
57dbac5a8f71f;Primário;OM;AP;Amapá;Amapá - AP;1500;KHz;C;2.05;-50.8;3N-58 60;50W47 60;2.05;-50.8;;55;
57dbac5a91f7b;Primário;OM;AP;Macapá;Macapá - AP;630;KHz;B;0.063888888888833;-51.038888888889;1N-57 50;51W02 20;0.063888888888833;-51.038888888889;;116;
57dbac5a95e01;Primário;OM;AP;Macapá;Macapá - AP;670;KHz;C;0.051666666666667;-51.0675;1N-57 06;51W04 03;0.051666666666667;-51.0675;;110;
57dbac5a9a14b;Primário;OM;AP;Macapá;Macapá - AP;760;KHz;B;0.0094444444443333;-51.063888888889;1N-60 34;51W03 50;0.0094444444443333;-51.063888888889;;70;
57dbac5a9e71d;Primário;OM;AP;Macapá;Macapá - AP;1060;KHz;B;-0.038888888888833;-51.066388888889;0S02 20;51W03 59;-0.038888888888833;-51.066388888889;;71;
57dbac5aa1002;Primário;OM;AP;Mazagão;Mazagão - AP;1310;KHz;C;-0.11972222222217;-51.290555555555;0S07 11;51W17 26;-0.11972222222217;-51.290555555555;;57;Principal
57dbac5aa4fcf;Primário;OM;AP;Oiapoque;Oiapoque - AP;1540;KHz;C;3.8416666666667;-51.835;4N-10 30;51W50 06;3.8416666666667;-51.835;;55;
57dbac5adb5e9;Primário;OM;AP;Santana;Santana - AP;1020;KHz;C;-0.023075;-51.166127777778;0S01 23;51W09 58;-0.023075;-51.166127777778;;73;Principal
57dbac5adf66b;Primário;OM;BA;Alagoinhas;Alagoinhas - BA;1240;KHz;C;-12.133611111111;-38.423333333333;12S08 01;38W25 24;-12.133611111111;-38.423333333333;;57;
57dbac5ae33c4;Primário;OM;BA;Antas;Antas - BA;990;KHz;C;-10.4;-38.333333333333;10S24 00;38W19 60;-10.4;-38.333333333333;;43;
57dbac5ae5d28;Primário;OM;BA;Baixa Grande;Baixa Grande - BA;1540;KHz;C;-11.966666666667;-40.166666666667;11S58 00;40W10 00;-11.966666666667;-40.166666666667;;55;
57dbac5ae86ed;Primário;OM;BA;Barra;Barra - BA;560;KHz;C;-11.083333333333;-43.15;11S04 60;43W08 60;-11.083333333333;-43.15;;85;
57dbac5aeb25b;Primário;OM;BA;Barra do Mendes;Barra do Mendes - BA;1060;KHz;B;-11.833333333333;-42.083333333333;11S49 60;42W04 60;-11.833333333333;-42.083333333333;;70;
57dbac5aef353;Primário;OM;BA;Barreiras;Barreiras - BA;600;KHz;B;-12.130277777778;-44.998888888889;12S07 49;44W59 56;-12.130277777778;-44.998888888889;;114;
57dbac5af34a3;Primário;OM;BA;Barreiras;Barreiras - BA;790;KHz;B;-12.193333333333;-44.974166666667;12S11 36;44W58 27;-12.193333333333;-44.974166666667;;105;
57dbac5b03364;Primário;OM;BA;Luís Eduardo Magalhães;Luís Eduardo Magalhães - BA;670;KHz;C;-12.15;-45;12S09 00;45W00 00;-12.15;-45;;115;
57dbac5b0733c;Primário;OM;BA;Belo Campo;Belo Campo - BA;1120;KHz;C;-15.03;-41.262222222222;15S01 48;41W15 44;-15.03;-41.262222222222;;75;Principal
57dbac5b0b555;Primário;OM;BA;Bom Jesus da Lapa;Bom Jesus da Lapa - BA;660;KHz;B;-13.2625;-43.47194;13S15 45;43W28 19;-13.2625;-43.47194;;98;
57dbac5b1008a;Primário;OM;BA;Bom Jesus da Lapa;Bom Jesus da Lapa - BA;1490;KHz;C;-13.296388888889;-43.365555555556;13S17 47;43W21 56;-13.296388888889;-43.365555555556;;55;
57dbac5b141d4;Primário;OM;BA;Brumado;Brumado - BA;1490;KHz;C;-14.2;-41.666666666667;14S11 60;41W40 00;-14.2;-41.666666666667;;54;
57dbac5b17f2b;Primário;OM;BA;Caetité;Caetité - BA;920;KHz;B;-14.065277777778;-42.488611111111;14S03 55;42W29 19;-14.065277777778;-42.488611111111;;100;
57dbac5b1bb22;Primário;OM;BA;Camacan;Camacan - BA;1470;KHz;C;-15.416666666667;-39.5;15S25 00;39W30 00;-15.416666666667;-39.5;;55;
57dbac5b1e3a9;Primário;OM;BA;Camaçari;Camaçari - BA;1050;KHz;B;-12.80555;-38.240766666667;12S48 20;38W14 27;-12.80555;-38.240766666667;;90;
57dbac5b255fb;Primário;OM;BA;Canavieiras;Canavieiras - BA;1580;KHz;C;-15.68;-38.948888888889;15S40 48;38W56 56;-15.68;-38.948888888889;;55;
57dbac5b295ae;Primário;OM;BA;Capim Grosso;Capim Grosso - BA;1530;KHz;C;-11.360277777778;-40.012222222222;11S21 37;40W00 44;-11.360277777778;-40.012222222222;;55;
57dbac5b2d551;Primário;OM;BA;Caravelas;Caravelas - BA;990;KHz;C;-17.522777777778;-39.738611111111;17S31 22;39W44 19;-17.522777777778;-39.738611111111;;63;Principal
57dbac5b319a0;Primário;OM;BA;Casa Nova;Casa Nova - BA;1510;KHz;C;-9.4166666666667;-41.133333333333;9S25 00;41W07 60;-9.4166666666667;-41.133333333333;;55;
57dbac5b34224;Primário;OM;BA;Central;Central - BA;1570;KHz;C;-11.15;-42.116666666667;11S09 00;42W07 00;-11.15;-42.116666666667;;55;
57dbac5b381b6;Primário;OM;BA;Cícero Dantas;Cícero Dantas - BA;1320;KHz;B;-10.594444444444;-38.552222222222;10S35 40;38W33 08;-10.594444444444;-38.552222222222;;82;
57dbac5b3c98b;Primário;OM;BA;Conceição do Coité;Conceição do Coité - BA;900;KHz;B;-11.557222222222;-39.297222222222;11S33 26;39W17 50;-11.557222222222;-39.297222222222;;72;
57dbac5b40b3c;Primário;OM;BA;Correntina;Correntina - BA;1490;KHz;C;-13.346388888889;-44.641111111111;13S20 47;44W38 28;-13.346388888889;-44.641111111111;;55;Principal
57dbac5b44b8f;Primário;OM;BA;Cruz das Almas;Cruz das Almas - BA;1460;KHz;C;-12.663055555556;-39.130833333333;12S39 47;39W07 51;-12.663055555556;-39.130833333333;;55;
57dbac5b49324;Primário;OM;BA;Euclides da Cunha;Euclides da Cunha - BA;660;KHz;C;-10.506111111111;-39.026388888889;10S30 22;39W01 35;-10.506111111111;-39.026388888889;;80;
57dbac5b4cda1;Primário;OM;BA;Euclides da Cunha;Euclides da Cunha - BA;1180;KHz;C;-10.508333333333;-39.013611111111;10S30 30;39W00 49;-10.508333333333;-39.013611111111;;59;
57dbac5b4f639;Primário;OM;BA;Feira de Santana;Feira de Santana - BA;700;KHz;B;-12.247225;-38.943805555556;12S14 50;38W56 38;-12.247225;-38.943805555556;;110;
57dbac5b537ff;Primário;OM;BA;Feira de Santana;Feira de Santana - BA;970;KHz;B;-12.274166666667;-38.941388888889;12S16 27;38W56 29;-12.274166666667;-38.941388888889;;75;
57dbac5b578f7;Primário;OM;BA;Feira de Santana;Feira de Santana - BA;1080;KHz;B;-12.266666666667;-38.988055555556;12S16 00;38W59 17;-12.266666666667;-38.988055555556;;91;
57dbac5b5c20b;Primário;OM;BA;Feira de Santana;Feira de Santana - BA;1210;KHz;B;-12.250277777778;-38.936944444444;12S15 01;38W56 13;-12.250277777778;-38.936944444444;;84;
57dbac5b600c6;Primário;OM;BA;Formosa do Rio Preto;Formosa do Rio Preto - BA;1580;KHz;C;-11.05;-45.2;11S03 00;45W12 00;-11.05;-45.2;;55;
57dbac5b628e1;Primário;OM;BA;Gandu;Gandu - BA;1380;KHz;B;-13.763888888889;-39.490833333333;13S45 50;39W29 27;-13.763888888889;-39.490833333333;;56;
57dbac5b6e539;Primário;OM;BA;Ibotirama;Ibotirama - BA;1480;KHz;C;-12.166666666667;-43.216666666667;12S10 00;43W13 00;-12.166666666667;-43.216666666667;;55;
57dbac5b70e4a;Primário;OM;BA;Ilhéus;Ilhéus - BA;690;KHz;B;-14.77889;-39.05833;14S46 44;39W03 30;-14.77889;-39.05833;;78;Principal
57dbac5b75a7a;Primário;OM;BA;Ilhéus;Ilhéus - BA;1090;KHz;C;-14.801666666667;-39.069166666667;14S48 06;39W04 09;-14.801666666667;-39.069166666667;;69;
57dbac5b7a0dc;Primário;OM;BA;Ilhéus;Ilhéus - BA;1310;KHz;C;-14.784722222222;-39.081944444444;14S47 05;39W04 55;-14.784722222222;-39.081944444444;;55;
57dbac5b7de23;Primário;OM;BA;Ilhéus;Ilhéus - BA;1430;KHz;B;-14.8;-39.033333333333;14S48 00;39W01 60;-14.8;-39.033333333333;;76;
57dbac5b8065f;Primário;OM;BA;Ipiaú;Ipiaú - BA;1070;KHz;B;-14.130277777778;-39.754166666667;14S07 49;39W45 15;-14.130277777778;-39.754166666667;;91;
57dbac5b84781;Primário;OM;BA;Ipiaú;Ipiaú - BA;1490;KHz;C;-14.136388888889;-39.723333333333;14S08 11;39W43 24;-14.136388888889;-39.723333333333;;50;
57dbac5b8885a;Primário;OM;BA;Ipirá;Ipirá - BA;1450;KHz;C;-12.165277777778;-39.741666666667;12S09 55;39W44 30;-12.165277777778;-39.741666666667;;55;
57dbac5b8c7e5;Primário;OM;BA;Irecê;Irecê - BA;540;KHz;C;-11.176388888889;-41.836111111111;11S10 35;41W50 10;-11.176388888889;-41.836111111111;;67;
57dbac5b90840;Primário;OM;BA;Irecê;Irecê - BA;1420;KHz;C;-11.305277777778;-41.832777777778;11S18 19;41W49 58;-11.305277777778;-41.832777777778;;56;
57dbac5b94b9a;Primário;OM;BA;Itaberaba;Itaberaba - BA;1030;KHz;B;-12.510555555556;-40.304166666667;12S30 38;40W18 15;-12.510555555556;-40.304166666667;;60;
57dbac5b98d86;Primário;OM;BA;Itabuna;Itabuna - BA;560;KHz;B;-14.839722222222;-39.330555555556;14S50 23;39W19 50;-14.839722222222;-39.330555555556;;99;
57dbac5b9cfcf;Primário;OM;BA;Itabuna;Itabuna - BA;640;KHz;B;-14.783055555556;-39.298611111111;14S46 59;39W17 55;-14.783055555556;-39.298611111111;;116;
57dbac5ba11f4;Primário;OM;BA;Itabuna;Itabuna - BA;870;KHz;B;-14.843333333333;-39.348055555556;14S50 36;39W20 53;-14.843333333333;-39.348055555556;;100;
57dbac5ba5aa9;Primário;OM;BA;Itabuna;Itabuna - BA;1160;KHz;B;-14.835;-39.357222222222;14S50 06;39W21 26;-14.835;-39.357222222222;;60;
57dbac5ba9629;Primário;OM;BA;Itabuna;Itabuna - BA;1480;KHz;C;-14.783333333333;-39.283333333333;14S46 60;39W16 60;-14.783333333333;-39.283333333333;;55;
57dbac5bab985;Primário;OM;BA;Itacaré;Itacaré - BA;1470;KHz;C;-14.266666666667;-39;14S16 00;39W00 00;-14.266666666667;-39;;55;
57dbac5bae230;Primário;OM;BA;Itamaraju;Itamaraju - BA;830;KHz;B;-17.030277777778;-39.5975;17S01 49;39W35 51;-17.030277777778;-39.5975;;73;
57dbac5bb2296;Primário;OM;BA;Itapetinga;Itapetinga - BA;660;KHz;C;-15.25;-40.25;15S15 00;40W15 00;-15.25;-40.25;;80;
