_id;Caráter PBOM;Serviço PBOM;UF PBOM;Município PBOM;Município-UF;Frequência PBOM;Medida da Freq. PBOM;Classe PBOM;Latitude Decimal PBOM;Longitude Decimal PBOM;Latitude GMS PBOM;Longitude GMS PBOM;Latitude Decimal;Longitude Decimal;ERP PBOM;Altura da Torre PBOM;Categoria da Estação PBOM
57dbac68b49e8;Primário;OM;PB;Soledade;Soledade - PB;1250;KHz;C;-7.0727777777777;-36.363611111111;7S04 22;36W21 49;-7.0727777777777;-36.363611111111;;57;
57dbac68b88b7;Primário;OM;PB;Sousa;Sousa - PB;610;KHz;C;-6.7825;-38.266111111111;6S46 57;38W15 58;-6.7825;-38.266111111111;;64;
57dbac68bc8ea;Primário;OM;PB;Sousa;Sousa - PB;950;KHz;C;-6.7938888888888;-38.206944444444;6S47 38;38W12 25;-6.7938888888888;-38.206944444444;;69;
57dbac68c08dd;Primário;OM;PB;Sumé;Sumé - PB;1270;KHz;B;-7.6434722222222;-36.897861111111;7S38 36;36W53 52;-7.6434722222222;-36.897861111111;;57;
57dbac68c44dd;Primário;OM;PB;Taperoá;Taperoá - PB;1220;KHz;C;-7.206111;-36.824444;7S12 22;36W49 28;-7.206111;-36.824444;;57;
57dbac68c6a0e;Primário;OM;PB;Uiraúna;Uiraúna - PB;1340;KHz;C;-6.5183333333333;-38.412222222222;6S31 06;38W24 44;-6.5183333333333;-38.412222222222;;56;
57dbac68c9321;Primário;OM;PE;Afogados da Ingazeira;Afogados da Ingazeira - PE;1500;KHz;C;-7.75;-37.633333333333;7S45 00;37W37 60;-7.75;-37.633333333333;;50;
57dbac68cd810;Primário;OM;PE;Araripina;Araripina - PE;660;KHz;C;-7.5697222222222;-40.525833333333;7S34 11;40W31 33;-7.5697222222222;-40.525833333333;;61;
57dbac68d123c;Primário;OM;PE;Araripina;Araripina - PE;1280;KHz;B;-7.576111111111;-40.498333333333;7S34 34;40W29 54;-7.576111111111;-40.498333333333;;82;
57dbac68d420f;Primário;OM;PE;Arcoverde;Arcoverde - PE;600;KHz;C;-8.425;-37.0375;8S25 30;37W02 15;-8.425;-37.0375;;64;
57dbac68d88f4;Primário;OM;PE;Belém do São Francisco;Belém do São Francisco - PE;1470;KHz;C;-8.7372222222222;-38.966666666667;8S44 14;38W58 00;-8.7372222222222;-38.966666666667;;55;
57dbac68dc727;Primário;OM;PE;Belo Jardim;Belo Jardim - PE;1530;KHz;C;-8.3680555555555;-36.430277777778;8S22 05;36W25 49;-8.3680555555555;-36.430277777778;;48;
57dbac68e0938;Primário;OM;PE;Bezerros;Bezerros - PE;1590;KHz;C;-8.3094444444443;-35.8475;8S18 34;35W50 51;-8.3094444444443;-35.8475;;55;
57dbac68e48c9;Primário;OM;PE;Bom Conselho;Bom Conselho - PE;1470;KHz;C;-9.1630555555555;-36.693055555556;9S09 47;36W41 35;-9.1630555555555;-36.693055555556;;55;
57dbac68e88e6;Primário;OM;PE;Cabo de Santo Agostinho;Cabo de Santo Agostinho - PE;1330;KHz;B;-8.2291666666667;-34.9625;8S13 45;34W57 45;-8.2291666666667;-34.9625;;70;Principal
57dbac68ecad7;Primário;OM;PE;Cabrobó;Cabrobó - PE;1490;KHz;C;-8.5166666666667;-39.316666666667;8S31 00;39W19 00;-8.5166666666667;-39.316666666667;;55;
57dbac68ef864;Primário;OM;PE;Carpina;Carpina - PE;950;KHz;B;-7.945;-35.118888888889;7S56 42;35W07 08;-7.945;-35.118888888889;;79;Principal
57dbac68f3fea;Primário;OM;PE;Caruaru;Caruaru - PE;910;KHz;B;-8.2333333333333;-35.916666666667;8S13 60;35W55 00;-8.2333333333333;-35.916666666667;;99;
57dbac6903ed6;Primário;OM;PE;Caruaru;Caruaru - PE;1080;KHz;B;-8.2333333333333;-35.916666666667;8S13 60;35W55 00;-8.2333333333333;-35.916666666667;;91;
57dbac690867d;Primário;OM;PE;Caruaru;Caruaru - PE;1130;KHz;B;-8.2983333333333;-35.950833333333;8S17 54;35W57 03;-8.2983333333333;-35.950833333333;;86;
57dbac690c192;Primário;OM;PE;Exu;Exu - PE;1170;KHz;C;-7.5166666666667;-39.716666666667;7S31 00;39W43 00;-7.5166666666667;-39.716666666667;;58;
57dbac690ea58;Primário;OM;PE;Garanhuns;Garanhuns - PE;550;KHz;B;-8.865111111111;-36.499377777778;8S51 54;36W29 58;-8.865111111111;-36.499377777778;;30;
57dbac69129e9;Primário;OM;PE;Garanhuns;Garanhuns - PE;1210;KHz;B;-8.8833333333333;-36.5;8S52 60;36W30 00;-8.8833333333333;-36.5;;64;
57dbac691713c;Primário;OM;PE;Goiana;Goiana - PE;1430;KHz;B;-7.6113888888888;-35.872777777778;7S36 41;35W52 22;-7.6113888888888;-35.872777777778;;53;
57dbac691afe2;Primário;OM;PE;Gravatá;Gravatá - PE;1480;KHz;B;-8.2113888888888;-35.602222222222;8S12 41;35W36 08;-8.2113888888888;-35.602222222222;;72;
57dbac691f18f;Primário;OM;PE;Limoeiro;Limoeiro - PE;660;KHz;C;-7.85;-35.333333333333;7S50 60;35W19 60;-7.85;-35.333333333333;;87;
57dbac6922ff0;Primário;OM;PE;Olinda;Olinda - PE;1030;KHz;B;-8.0857777777777;-34.948027777778;8S05 09;34W56 53;-8.0857777777777;-34.948027777778;;94;
57dbac692769a;Primário;OM;PE;Ouricuri;Ouricuri - PE;1080;KHz;C;-7.8991666666667;-40.090833333333;7S53 57;40W05 27;-7.8991666666667;-40.090833333333;;55;
57dbac692b71c;Primário;OM;PE;Palmares;Palmares - PE;1450;KHz;C;-8.6833333333333;-35.583333333333;8S40 60;35W34 60;-8.6833333333333;-35.583333333333;;55;
57dbac692efdb;Primário;OM;PE;Parnamirim;Parnamirim - PE;1520;KHz;C;-8.0833333333333;-39.566666666667;8S04 60;39W34 00;-8.0833333333333;-39.566666666667;;55;
57dbac6931428;Primário;OM;PE;Paudalho;Paudalho - PE;1500;KHz;C;-7.9;-35.166666666667;7S54 00;35W10 00;-7.9;-35.166666666667;;55;
57dbac6933d4b;Primário;OM;PE;Paulista;Paulista - PE;1120;KHz;B;-8.006944;-34.879722;8S00 25;34W52 47;-8.006944;-34.879722;;93;
57dbac693838c;Primário;OM;PE;Pesqueira;Pesqueira - PE;1390;KHz;C;-8.3666666666667;-36.8;8S22 00;36W47 60;-8.3666666666667;-36.8;;64;
57dbac693c897;Primário;OM;PE;Petrolândia;Petrolândia - PE;1450;KHz;C;-9.0666666666667;-38.316666666667;9S04 00;38W19 00;-9.0666666666667;-38.316666666667;;55;
57dbac6940638;Primário;OM;PE;Petrolina;Petrolina - PE;680;KHz;B;-9.36993;-40.45257;9S22 12;40W27 09;-9.36993;-40.45257;;97;Principal
57dbac69442d7;Primário;OM;PE;Petrolina;Petrolina - PE;730;KHz;B;-9.4;-40.5;9S24 00;40W30 00;-9.4;-40.5;;99;
57dbac69482e1;Primário;OM;PE;Petrolina;Petrolina - PE;1270;KHz;B;-9.4;-40.5;9S24 00;40W30 00;-9.4;-40.5;;75;
57dbac694a9b8;Primário;OM;PE;Recife;Recife - PE;580;KHz;B;-7.95735;-34.87019;7S57 26;34W52 13;-7.95735;-34.87019;;93;Principal
57dbac694e953;Primário;OM;PE;Recife;Recife - PE;720;KHz;A;-8.078417;-35.033167;8S04 42;35W01 59;-8.078417;-35.033167;;210;
57dbac695352e;Primário;OM;PE;Recife;Recife - PE;780;KHz;B;-8.0266666666667;-34.952777777778;8S01 36;34W57 10;-8.0266666666667;-34.952777777778;;95;
57dbac69585da;Primário;OM;PE;Recife;Recife - PE;820;KHz;B;-8.05288;-34.9439;8S03 10;34W56 38;-8.05288;-34.9439;;91;Principal
57dbac695c58e;Primário;OM;PE;Recife;Recife - PE;890;KHz;B;-8.00689;-34.87972;8S00 25;34W52 47;-8.00689;-34.87972;;85;Principal
57dbac6960a24;Primário;OM;PE;Recife;Recife - PE;1240;KHz;B;-8.0166666666667;-34.873611111111;8S01 00;34W52 25;-8.0166666666667;-34.873611111111;;65;
57dbac6964bca;Primário;OM;PE;Recife;Recife - PE;1380;KHz;B;-8.08583;-34.94806;8S05 09;34W56 53;-8.08583;-34.94806;;79;
57dbac696ce16;Primário;OM;PE;Santa Cruz do Capibaribe;Santa Cruz do Capibaribe - PE;1370;KHz;C;-7.9666666666667;-36.2;7S58 00;36W12 00;-7.9666666666667;-36.2;;55;
57dbac6970f45;Primário;OM;PE;São Bento do Una;São Bento do Una - PE;1510;KHz;C;-8.5347222222222;-36.45;8S32 05;36W27 00;-8.5347222222222;-36.45;;55;
57dbac6973769;Primário;OM;PE;São José do Egito;São José do Egito - PE;1320;KHz;C;-7.49278;-37.27181;7S29 34;37W16 19;-7.49278;-37.27181;;57;Principal
57dbac697790b;Primário;OM;PE;São José do Egito;São José do Egito - PE;1580;KHz;C;-7.4666666666667;-37.283333333333;7S28 00;37W16 60;-7.4666666666667;-37.283333333333;;55;
57dbac697a521;Primário;OM;PE;São Lourenço da Mata;São Lourenço da Mata - PE;1300;KHz;C;-8;-35.05;8S00 00;35W02 60;-8;-35.05;;57;
57dbac697e3c5;Primário;OM;PE;Serra Talhada;Serra Talhada - PE;1480;KHz;C;-7.9888888888888;-38.295;7S59 20;38W17 42;-7.9888888888888;-38.295;;55;
57dbac69822ed;Primário;OM;PE;Surubim;Surubim - PE;1520;KHz;C;-7.8303888888888;-35.755361111111;7S49 49;35W45 19;-7.8303888888888;-35.755361111111;;55;
57dbac69861d6;Primário;OM;PE;Timbaúba;Timbaúba - PE;1000;KHz;B;-7.5141666666667;-35.323333333333;7S30 51;35W19 24;-7.5141666666667;-35.323333333333;;85;
57dbac698a0bc;Primário;OM;PE;Vitória de Santo Antão;Vitória de Santo Antão - PE;1180;KHz;C;-8.1172222222222;-35.286388888889;8S07 02;35W17 11;-8.1172222222222;-35.286388888889;;57;
57dbac698e180;Primário;OM;PI;Água Branca;Água Branca - PI;540;KHz;C;-5.8963888888888;-42.636666666667;5S53 47;42W38 12;-5.8963888888888;-42.636666666667;;88;
57dbac69919a7;Primário;OM;PI;Alto Longá;Alto Longá - PI;1310;KHz;C;-5.25;-42.2;5S15 00;42W12 00;-5.25;-42.2;;57;
57dbac69940a9;Primário;OM;PI;Altos;Altos - PI;1250;KHz;C;-4.9222222222222;-42.425;4S55 20;42W25 30;-4.9222222222222;-42.425;;70;
57dbac6997d32;Primário;OM;PI;Altos;Altos - PI;950;KHz;B;-5.038611111111;-42.460833333333;5S02 19;42W27 39;-5.038611111111;-42.460833333333;;57;
57dbac699c2fb;Primário;OM;PI;Amarante;Amarante - PI;1460;KHz;C;-6.23278;-42.85472;6S13 58;42W51 17;-6.23278;-42.85472;;50;Principal
57dbac699fb30;Primário;OM;PI;Baixa Grande do Ribeiro;Baixa Grande do Ribeiro - PI;630;KHz;C;-7.5166666666667;-45.133333333333;7S31 00;45W07 60;-7.5166666666667;-45.133333333333;;83;
57dbac69a2217;Primário;OM;PI;Barras;Barras - PI;630;KHz;C;-4.2522222222222;-42.303611111111;4S15 08;42W18 13;-4.2522222222222;-42.303611111111;;83;
57dbac69a6298;Primário;OM;PI;Barras;Barras - PI;710;KHz;C;-4.248611111111;-42.303888888889;4S14 55;42W18 14;-4.248611111111;-42.303888888889;;85;
57dbac69a9fc5;Primário;OM;PI;Batalha;Batalha - PI;840;KHz;C;-4.0308333333333;-42.078055555556;4S01 51;42W04 41;-4.0308333333333;-42.078055555556;;73;
57dbac69adcd0;Primário;OM;PI;Bocaina;Bocaina - PI;1160;KHz;C;-6.9491666666667;-41.324166666667;6S56 57;41W19 27;-6.9491666666667;-41.324166666667;;58;
57dbac69b1a97;Primário;OM;PI;Bom Jesus;Bom Jesus - PI;1450;KHz;C;-9.0777777777777;-44.376666666667;9S04 40;44W22 36;-9.0777777777777;-44.376666666667;;55;
57dbac69b5b12;Primário;OM;PI;Buriti dos Lopes;Buriti dos Lopes - PI;1490;KHz;C;-3.3708333333333;-41.666666666667;3S22 15;41W40 00;-3.3708333333333;-41.666666666667;;55;
57dbac69b828d;Primário;OM;PI;Campo Maior;Campo Maior - PI;750;KHz;C;-4.81811;-42.16028;4S49 05;42W09 37;-4.81811;-42.16028;;72;Principal
57dbac69bbcff;Primário;OM;PI;Campo Maior;Campo Maior - PI;1190;KHz;C;-4.8166666666667;-42.183333333333;4S49 00;42W10 60;-4.8166666666667;-42.183333333333;;57;
57dbac69be43f;Primário;OM;PI;Canto do Buriti;Canto do Buriti - PI;750;KHz;C;-8.1172222222222;-43.960277777778;8S07 02;43W57 37;-8.1172222222222;-43.960277777778;;76;
57dbac69c1b61;Primário;OM;PI;Canto do Buriti;Canto do Buriti - PI;870;KHz;C;-8.1122222222222;-42.941944444444;8S06 44;42W56 31;-8.1122222222222;-42.941944444444;;69;
57dbac69c4297;Primário;OM;PI;Castelo do Piauí;Castelo do Piauí - PI;1470;KHz;C;-5.3166666666667;-41.55;5S19 00;41W32 60;-5.3166666666667;-41.55;;55;
57dbac69c8173;Primário;OM;PI;Cocal;Cocal - PI;790;KHz;C;-3.4666666666667;-41.566666666667;3S28 00;41W34 00;-3.4666666666667;-41.566666666667;;74;
57dbac69ca86a;Primário;OM;PI;Corrente;Corrente - PI;1510;KHz;C;-10.436111111111;-45.152222222222;10S26 10;45W09 08;-10.436111111111;-45.152222222222;;50;
57dbac69ce3c8;Primário;OM;PI;Demerval Lobão;Demerval Lobão - PI;840;KHz;C;-5.345;-42.680833333333;5S20 42;42W40 51;-5.345;-42.680833333333;;73;
57dbac69d1fc5;Primário;OM;PI;Elesbão Veloso;Elesbão Veloso - PI;1480;KHz;C;-6.1908333333333;-42.155833333333;6S11 27;42W09 21;-6.1908333333333;-42.155833333333;;55;
57dbac69d5bb0;Primário;OM;PI;Esperantina;Esperantina - PI;1500;KHz;C;-3.90556;-42.24389;3S54 20;42W14 38;-3.90556;-42.24389;;55;Principal
57dbac69d9946;Primário;OM;PI;Floriano;Floriano - PI;1510;KHz;C;-6.7666666666667;-43.016666666667;6S46 00;43W01 00;-6.7666666666667;-43.016666666667;;48;
57dbac69de838;Primário;OM;PI;Floriano;Floriano - PI;1580;KHz;C;-6.78311;-43.0264;6S46 59;43W01 35;-6.78311;-43.0264;;55;Principal
57dbac69e255a;Primário;OM;PI;Inhuma;Inhuma - PI;1470;KHz;C;-6.6666666666667;-41.7;6S40 00;41W42 00;-6.6666666666667;-41.7;;55;
57dbac69e48bf;Primário;OM;PI;Itaueira;Itaueira - PI;600;KHz;C;-7.6;-43.033333333333;7S35 60;43W01 60;-7.6;-43.033333333333;;85;
57dbac69e7191;Primário;OM;PI;Jaicós;Jaicós - PI;1400;KHz;C;-7.3666666666667;-41.133333333333;7S22 00;41W07 60;-7.3666666666667;-41.133333333333;;56;
57dbac69eba0d;Primário;OM;PI;José de Freitas;José de Freitas - PI;670;KHz;C;-4.768611111111;-42.449166666667;4S46 07;42W26 57;-4.768611111111;-42.449166666667;;80;
57dbac69ef4df;Primário;OM;PI;Luís Correia;Luís Correia - PI;770;KHz;C;-2.8791666666667;-41.666944444444;2S52 45;41W40 01;-2.8791666666667;-41.666944444444;;74;
57dbac69f1d88;Primário;OM;PI;Luzilândia;Luzilândia - PI;970;KHz;B;-3.4347222222222;-42.365833333333;3S26 05;42W21 57;-3.4347222222222;-42.365833333333;;63;
57dbac6a01bec;Primário;OM;PI;Miguel Alves;Miguel Alves - PI;650;KHz;C;-4.1527777777777;-42.9;4S09 10;42W53 60;-4.1527777777777;-42.9;;83;
57dbac6a056d0;Primário;OM;PI;Monsenhor Gil;Monsenhor Gil - PI;990;KHz;C;-5.5833333333333;-42.616666666667;5S34 60;42W37 00;-5.5833333333333;-42.616666666667;;75;
57dbac6a07a3f;Primário;OM;PI;Nazaré do Piauí;Nazaré do Piauí - PI;1170;KHz;C;-6.9833333333333;-42.666666666667;6S58 60;42W40 00;-6.9833333333333;-42.666666666667;;58;
57dbac6a0a376;Primário;OM;PI;Oeiras;Oeiras - PI;830;KHz;C;-6.9972222222222;-42.139166666667;6S59 50;42W08 21;-6.9972222222222;-42.139166666667;;65;
57dbac6a0e43c;Primário;OM;PI;Oeiras;Oeiras - PI;990;KHz;C;-7.011111111111;-42.138888888889;7S00 40;42W08 20;-7.011111111111;-42.138888888889;;60;Principal
57dbac6a1211e;Primário;OM;PI;Padre Marcos;Padre Marcos - PI;600;KHz;C;-7.3666666666667;-40.9;7S22 00;40W53 60;-7.3666666666667;-40.9;;85;
57dbac6a14a51;Primário;OM;PI;Padre Marcos;Padre Marcos - PI;950;KHz;C;-7.3666666666667;-40.9;7S22 00;40W53 60;-7.3666666666667;-40.9;;69;
57dbac6a18967;Primário;OM;PI;Parnaíba;Parnaíba - PI;550;KHz;B;-2.938611111111;-41.786111111111;2S56 19;41W47 10;-2.938611111111;-41.786111111111;;90;
57dbac6a1d171;Primário;OM;PI;Parnaíba;Parnaíba - PI;920;KHz;B;-2.9347222222222;-41.702777777778;2S56 05;41W42 10;-2.9347222222222;-41.702777777778;;100;
57dbac6a216b6;Primário;OM;PI;Paulistana;Paulistana - PI;1470;KHz;C;-8.138611111111;-41.158333333333;8S08 19;41W09 30;-8.138611111111;-41.158333333333;;55;
57dbac6a25686;Primário;OM;PI;Pedro II;Pedro II - PI;640;KHz;C;-4.4519444444443;-41.449166666667;4S27 07;41W26 57;-4.4519444444443;-41.449166666667;;117;
57dbac6a295a9;Primário;OM;PI;Picos;Picos - PI;850;KHz;C;-7.08422;-41.44358;7S05 03;41W26 37;-7.08422;-41.44358;;90;Principal
57dbac6a2d830;Primário;OM;PI;Picos;Picos - PI;920;KHz;C;-7.0675;-41.46722;7S04 03;41W28 02;-7.0675;-41.46722;;69;Principal
57dbac6a321d7;Primário;OM;PI;Picos;Picos - PI;1510;KHz;C;-7.0738888888888;-41.461666666667;7S04 26;41W27 42;-7.0738888888888;-41.461666666667;;55;
57dbac6a361c8;Primário;OM;PI;Piracuruca;Piracuruca - PI;940;KHz;B;-3.925;-41.710555555556;3S55 30;41W42 38;-3.925;-41.710555555556;;80;
57dbac6a3a9fb;Primário;OM;PI;Piripiri;Piripiri - PI;580;KHz;B;-4.25;-41.803333333333;4S15 00;41W48 12;-4.25;-41.803333333333;;115;
57dbac6a3ee95;Primário;OM;PI;Piripiri;Piripiri - PI;990;KHz;C;-4.2727777777777;-41.777222222222;4S16 22;41W46 38;-4.2727777777777;-41.777222222222;;57;
57dbac6a4178e;Primário;OM;PI;Regeneração;Regeneração - PI;820;KHz;B;-6.2525;-42.683888888889;6S15 09;42W41 02;-6.2525;-42.683888888889;;73;
57dbac6a4536b;Primário;OM;PI;Santa Filomena;Santa Filomena - PI;1480;KHz;C;-9.1166666666667;-45.933333333333;9S07 00;45W55 60;-9.1166666666667;-45.933333333333;;51;
57dbac6a47bc8;Primário;OM;PI;São João do Piauí;São João do Piauí - PI;710;KHz;C;-8.3688888888888;-42.271111111111;8S22 08;42W16 16;-8.3688888888888;-42.271111111111;;90;
57dbac6a4ba8d;Primário;OM;PI;São Miguel do Tapuio;São Miguel do Tapuio - PI;660;KHz;C;-5.5;-41.333333333333;5S30 00;41W19 60;-5.5;-41.333333333333;;80;
57dbac6a4f5f8;Primário;OM;PI;São Pedro do Piauí;São Pedro do Piauí - PI;1500;KHz;C;-5.9333333333333;-42.733333333333;5S55 60;42W43 60;-5.9333333333333;-42.733333333333;;55;
57dbac6a51e64;Primário;OM;PI;São Raimundo Nonato;São Raimundo Nonato - PI;550;KHz;C;-9;-42.69;9S00 00;42W41 24;-9;-42.69;;80;Principal
57dbac6a56121;Primário;OM;PI;São Raimundo Nonato;São Raimundo Nonato - PI;650;KHz;C;-9.0166666666667;-42.683333333333;9S01 00;42W40 60;-9.0166666666667;-42.683333333333;;83;
57dbac6a589c6;Primário;OM;PI;Simplício Mendes;Simplício Mendes - PI;790;KHz;C;-7.8416666666667;-41.891666666667;7S50 30;41W53 30;-7.8416666666667;-41.891666666667;;67;
57dbac6a5c9f2;Primário;OM;PI;Teresina;Teresina - PI;610;KHz;B;-5.0783333333333;-42.606388888889;5S04 42;42W36 23;-5.0783333333333;-42.606388888889;;118;
57dbac6a60c4a;Primário;OM;PI;Teresina;Teresina - PI;700;KHz;B;-5.1516666666667;-42.764166666667;5S09 06;42W45 51;-5.1516666666667;-42.764166666667;;94;
57dbac6a6527f;Primário;OM;PI;Teresina;Teresina - PI;800;KHz;B;-5.0833333333333;-42.816666666667;5S04 60;42W49 00;-5.0833333333333;-42.816666666667;;85;
57dbac6a692e9;Primário;OM;PI;Teresina;Teresina - PI;910;KHz;B;-5.0847222222222;-42.75;5S05 05;42W45 00;-5.0847222222222;-42.75;;87;
57dbac6a6d221;Primário;OM;PI;Teresina;Teresina - PI;1050;KHz;C;-5.05611;-42.81694;5S03 22;42W49 01;-5.05611;-42.81694;;59;Principal
57dbac6a70bfe;Primário;OM;PI;Teresina;Teresina - PI;1100;KHz;C;-5.0833333333333;-42.816666666667;5S04 60;42W49 00;-5.0833333333333;-42.816666666667;;59;
57dbac6a73445;Primário;OM;PI;Teresina;Teresina - PI;1150;KHz;B;-5.1197222222222;-42.715555555556;5S07 11;42W42 56;-5.1197222222222;-42.715555555556;;75;
57dbac6a77564;Primário;OM;PI;Teresina;Teresina - PI;1370;KHz;C;-5.0891666666667;-42.801944444444;5S05 21;42W48 07;-5.0891666666667;-42.801944444444;;70;
57dbac6a7b3a8;Primário;OM;PI;União;União - PI;830;KHz;C;-4.5952777777777;-42.854722222222;4S35 43;42W51 17;-4.5952777777777;-42.854722222222;;105;
57dbac6a7f84b;Primário;OM;PI;Uruçuí;Uruçuí - PI;1470;KHz;C;-7.2727777777777;-44.551388888889;7S16 22;44W33 05;-7.2727777777777;-44.551388888889;;50;
57dbac6a83536;Primário;OM;PI;Valença do Piauí;Valença do Piauí - PI;1450;KHz;C;-6.4047222222222;-41.723055555556;6S24 17;41W43 23;-6.4047222222222;-41.723055555556;;55;
57dbac6a871dc;Primário;OM;PR;Almirante Tamandaré;Almirante Tamandaré - PR;1560;KHz;B;-25.29367;-49.30286;25S17 37;49W18 10;-25.29367;-49.30286;;55;
57dbac6a8b0de;Primário;OM;PR;Altônia;Altônia - PR;1450;KHz;C;-23.933333333333;-53.916666666667;23S55 60;53W55 00;-23.933333333333;-53.916666666667;;55;
57dbac6a8f7be;Primário;OM;PR;Ampére;Ampére - PR;1460;KHz;B;-25.93;-53.453333333333;25S55 48;53W27 12;-25.93;-53.453333333333;;50;
57dbac6a93746;Primário;OM;PR;Andirá;Andirá - PR;1590;KHz;C;-23.043055555556;-50.240833333333;23S02 35;50W14 27;-23.043055555556;-50.240833333333;;48;
57dbac6a98018;Primário;OM;PR;Antonina;Antonina - PR;1520;KHz;B;-25.467638888889;-48.685444444444;25S28 04;48W41 08;-25.467638888889;-48.685444444444;;48;
57dbac6a9bede;Primário;OM;PR;Apucarana;Apucarana - PR;910;KHz;C;-23.616388888889;-51.476388888889;23S36 59;51W28 35;-23.616388888889;-51.476388888889;;72;
57dbac6aa4064;Primário;OM;PR;Arapongas;Arapongas - PR;1240;KHz;C;-23.416388888889;-51.422222222222;23S24 59;51W25 20;-23.416388888889;-51.422222222222;;75;
57dbac6aa81a5;Primário;OM;PR;Arapongas;Arapongas - PR;1340;KHz;B;-23.423611111111;-51.4325;23S25 25;51W25 57;-23.423611111111;-51.4325;;56;
57dbac6aac399;Primário;OM;PR;Arapoti;Arapoti - PR;1570;KHz;C;-24.158055555556;-49.837777777778;24S09 29;49W50 16;-24.158055555556;-49.837777777778;;55;
57dbac6ab01d2;Primário;OM;PR;Araucária;Araucária - PR;830;KHz;B;-25.593333333333;-49.4075;25S35 36;49W24 27;-25.593333333333;-49.4075;;128;Principal
57dbac6ab461f;Primário;OM;PR;Assaí;Assaí - PR;1360;KHz;C;-23.381666666667;-50.856388888889;23S22 54;50W51 23;-23.381666666667;-50.856388888889;;55;
57dbac6ab8f4b;Primário;OM;PR;Assis Chateaubriand;Assis Chateaubriand - PR;1410;KHz;C;-24.4;-53.533333333333;24S23 60;53W31 60;-24.4;-53.533333333333;;56;
57dbac6abbd27;Primário;OM;PR;Assis Chateaubriand;Assis Chateaubriand - PR;1470;KHz;B;-24.416666666667;-53.533333333333;24S25 00;53W31 60;-24.416666666667;-53.533333333333;;52;
57dbac6ac0a02;Primário;OM;PR;Astorga;Astorga - PR;1480;KHz;C;-23.245555555556;-51.675833333333;23S14 44;51W40 33;-23.245555555556;-51.675833333333;;55;
57dbac6ac4b07;Primário;OM;PR;Balsa Nova;Balsa Nova - PR;1400;KHz;B;-25.49444;-49.46366;25S29 40;49W27 49;-25.49444;-49.46366;;72;Principal
57dbac6ac9504;Primário;OM;PR;Bandeirantes;Bandeirantes - PR;1450;KHz;C;-23.120833333333;-50.358333333333;23S07 15;50W21 30;-23.120833333333;-50.358333333333;;50;
57dbac6acd4d8;Primário;OM;PR;Bela Vista do Paraíso;Bela Vista do Paraíso - PR;1570;KHz;C;-23.002777777778;-51.184722222222;23S00 10;51W11 05;-23.002777777778;-51.184722222222;;55;
57dbac6ad16f7;Primário;OM;PR;Bituruna;Bituruna - PR;1510;KHz;C;-26.161388888889;-51.5525;26S09 41;51W33 09;-26.161388888889;-51.5525;;50;
57dbac6ad3dd0;Primário;OM;PR;Borrazópolis;Borrazópolis - PR;540;KHz;C;-23.933333333333;-51.5875;23S55 60;51W35 15;-23.933333333333;-51.5875;;88;
57dbac6ad83ea;Primário;OM;PR;Cambará;Cambará - PR;650;KHz;C;-23.044444444444;-50.068611111111;23S02 40;50W04 07;-23.044444444444;-50.068611111111;;83;Principal
57dbac6adc26a;Primário;OM;PR;Cambé;Cambé - PR;770;KHz;B;-23.26444;-51.27167;23S15 52;51W16 18;-23.26444;-51.27167;;94;Principal
57dbac6ae08ff;Primário;OM;PR;Cambé;Cambé - PR;1580;KHz;C;-23.283333333333;-51.283333333333;23S16 60;51W16 60;-23.283333333333;-51.283333333333;;55;
57dbac6ae467c;Primário;OM;PR;Campo Largo;Campo Largo - PR;730;KHz;B;-25.433791666667;-49.392344444444;25S26 02;49W23 32;-25.433791666667;-49.392344444444;;76;
57dbac6ae8a1e;Primário;OM;PR;Campo Mourão;Campo Mourão - PR;730;KHz;C;-24.054166666667;-52.378888888889;24S03 15;52W22 44;-24.054166666667;-52.378888888889;;76;
57dbac6aec90b;Primário;OM;PR;Campo Mourão;Campo Mourão - PR;850;KHz;B;-24.018055555556;-52.3875;24S01 05;52W23 15;-24.018055555556;-52.3875;;88;
57dbac6af0bc1;Primário;OM;PR;Cândido de Abreu;Cândido de Abreu - PR;710;KHz;C;-24.582777777778;-51.336944444444;24S34 58;51W20 13;-24.582777777778;-51.336944444444;;105;
57dbac6b00fca;Primário;OM;PR;Capanema;Capanema - PR;1560;KHz;C;-25.583333333333;-53.55;25S34 60;53W32 60;-25.583333333333;-53.55;;54;
57dbac6b04ece;Primário;OM;PR;Capitão Leônidas Marques;Capitão Leônidas Marques - PR;1590;KHz;C;-25.441111111111;-53.596388888889;25S26 28;53W35 47;-25.441111111111;-53.596388888889;;65;
57dbac6b08fe5;Primário;OM;PR;Cascavel;Cascavel - PR;650;KHz;B;-24.952222222222;-53.411666666667;24S57 08;53W24 42;-24.952222222222;-53.411666666667;;83;
57dbac6b0d40d;Primário;OM;PR;Cascavel;Cascavel - PR;1270;KHz;B;-24.946111111111;-53.417777777778;24S56 46;53W25 04;-24.946111111111;-53.417777777778;;57;
57dbac6b115a1;Primário;OM;PR;Cascavel;Cascavel - PR;1340;KHz;B;-24.923055555556;-53.473055555556;24S55 23;53W28 23;-24.923055555556;-53.473055555556;;56;
